,treatments_count,rating,reviews,is_prescription_only,number_side_effects,price,months_since_approval,name,dosage_form,date_of_approval,route_of_administration,abuse,treatments_count_T,rating_T,reviews_T,number_side_effects_T,price_T,months_since_approval_T,months_rating_reviews_kmeans,months_effects_kmeans
210,2.0,4.6,23.0,1.0,5.0,224.44999999999982,199.16221765913758,Combigan,Ophthalmic Solution,"October 30, 2007",Ophthalmic,0,0.0625,0.3932584269662921,0.015306122448979595,0.04597701149425287,0.00035657897844112914,0.7501550676094777,0,1
211,1.0,6.2,59.599999999999994,1.0,65.0,251.6899999999996,7.589322381930174,Combogesic IV,Injection,"October 17, 2023",Parenteral,0,0.0,0.5730337078651686,0.052653061224489796,0.735632183908046,0.0004010350696706421,0.026795682917752084,1,2
212,1.0,6.5,138.4,0.0,5.0,1058.29,234.25051334702258,Combunox,Tablets,"November 26, 2004",Oral,1,0.0,0.6067415730337079,0.13306122448979596,0.04597701149425287,0.0017174184465328106,0.8826448331472522,0,1
213,1.0,7.340000000000001,31.599999999999994,1.0,45.0,20416.05,138.15195071868584,Cometriq,Capsules,"November 29, 2012",Oral,0,0.0,0.7011235955056182,0.024081632653061222,0.5057471264367817,0.033309575001563056,0.5197866269693586,2,2
214,1.0,6.48,93.2,1.0,8.0,1058.29,33.37987679671457,Comirnaty,Injection,"August 23, 2021",Parenteral,0,0.0,0.6044943820224721,0.0869387755102041,0.08045977011494253,0.0017174184465328106,0.12417814166976796,1,0
215,1.0,8.3,60.0,1.0,10.0,3824.73,153.82340862422998,Complera,Tablets,"August 10, 2011",Oral,0,0.0,0.808988764044944,0.05306122448979592,0.10344827586206896,0.006232290290180933,0.5789604267460613,2,3
216,1.0,6.6,30.0,1.0,1.0,1058.29,158.65297741273102,adenovirus type 4 and type 7 vaccine,,"March 16, 2011",Other,0,0.0,0.6179775280898877,0.022448979591836737,0.0,0.0017174184465328106,0.5971963776206426,2,3
217,1.0,4.26,105.6,0.0,11.0,1058.29,68.8952772073922,Cassipa,Sublingual Film,"September 7, 2018",Oral,1,0.0,0.3550561797752809,0.09959183673469388,0.1149425287356322,0.0017174184465328106,0.25828061034611094,4,0
218,5.0,5.9799999999999995,250.0,1.0,5.0,1058.29,93.14168377823408,Erelzi,Injection,"August 30, 2016",Parenteral,0,0.25,0.5483146067415731,0.2469387755102041,0.04597701149425287,0.0017174184465328106,0.34983252698176404,4,3
219,1.0,6.5200000000000005,40.79999999999998,1.0,12.0,1058.29,53.51950718685831,Ervebo,Injection,"December 19, 2019",Parenteral,,0.0,0.608988764044944,0.033469387755102026,0.12643678160919541,0.0017174184465328106,0.2002232973576479,1,0
220,1.0,6.04,216.79999999999998,1.0,1.0,1693.25,98.82546201232033,Evomela,for Injection,"March 10, 2016",Parenteral,0,0.0,0.555056179775281,0.21306122448979592,0.0,0.0027536827522263415,0.37129388413348224,4,3
221,7.0,6.14,100.60000000000001,1.0,1.0,1058.29,77.70020533880904,Ixifi,Injection,"December 13, 2017",Parenteral,0,0.375,0.5662921348314607,0.09448979591836737,0.0,0.0017174184465328106,0.29152710581813673,4,0
222,1.0,6.9,149.0,1.0,1.0,1058.29,69.15811088295688,Jivi,Injection,"August 30, 2018",Parenteral,0,0.0,0.6516853932584271,0.14387755102040817,0.0,0.0017174184465328106,0.2592730430467684,1,0
223,1.0,7.4,73.80000000000001,1.0,12.0,10059.66,107.43326488706366,Kengreal,for Injection,"June 22, 2015",Parenteral,0,0.0,0.707865168539326,0.06714285714285716,0.12643678160919541,0.016407790175996993,0.4037960550800149,2,3
224,1.0,6.5,305.0,1.0,1.0,4748.0,114.06981519507187,Kitabis Pak,Inhalation Solution,"December 2, 2014",Inhalation,0,0.0,0.6067415730337079,0.30306122448979594,0.0,0.00773908086835541,0.42885498077161643,4,3
225,1.0,6.6000000000000005,48.0,1.0,8.0,1058.29,155.46611909650923,LaViv,,"June 21, 2011",Other,,0.0,0.6179775280898878,0.04081632653061225,0.08045977011494253,0.0017174184465328106,0.5851631311251705,2,3
226,3.0,6.6,330.0,1.0,1.0,1058.29,127.77002053388091,Otrexup,Subcutaneous Injection,"October 11, 2013",Parenteral,0,0.125,0.6179775280898877,0.3285714285714286,0.0,0.0017174184465328106,0.480585535293388,3,3
227,3.0,6.6,330.0,1.0,1.0,1058.29,127.77002053388091,Otrexup,Subcutaneous Injection,"October 11, 2013",Parenteral,0,0.125,0.6179775280898877,0.3285714285714286,0.0,0.0017174184465328106,0.480585535293388,3,3
228,3.0,6.6,330.0,1.0,1.0,1058.29,127.77002053388091,Otrexup,Subcutaneous Injection,"October 11, 2013",Parenteral,0,0.125,0.6179775280898877,0.3285714285714286,0.0,0.0017174184465328106,0.480585535293388,3,3
229,3.0,6.6,330.0,1.0,1.0,1058.29,127.77002053388091,Otrexup,Subcutaneous Injection,"October 11, 2013",Parenteral,0,0.125,0.6179775280898877,0.3285714285714286,0.0,0.0017174184465328106,0.480585535293388,3,3
230,3.0,6.6,330.0,1.0,1.0,1058.29,127.77002053388091,Otrexup,Subcutaneous Injection,"October 11, 2013",Parenteral,0,0.125,0.6179775280898877,0.3285714285714286,0.0,0.0017174184465328106,0.480585535293388,3,3
231,3.0,6.6,330.0,1.0,1.0,1058.29,127.77002053388091,Otrexup,Subcutaneous Injection,"October 11, 2013",Parenteral,0,0.125,0.6179775280898877,0.3285714285714286,0.0,0.0017174184465328106,0.480585535293388,3,3
232,3.0,6.6,330.0,1.0,1.0,1058.29,127.77002053388091,Otrexup,Subcutaneous Injection,"October 11, 2013",Parenteral,0,0.125,0.6179775280898877,0.3285714285714286,0.0,0.0017174184465328106,0.480585535293388,3,3
233,3.0,6.6,330.0,1.0,1.0,1058.29,127.77002053388091,Otrexup,Subcutaneous Injection,"October 11, 2013",Parenteral,0,0.125,0.6179775280898877,0.3285714285714286,0.0,0.0017174184465328106,0.480585535293388,3,3
234,1.0,6.76,433.4,1.0,10.0,1058.29,122.54620123203286,Neuraceq,Injection,"March 19, 2014",Parenteral,0,0.0,0.6359550561797753,0.43408163265306127,0.10344827586206896,0.0017174184465328106,0.4608609353678204,3,3
235,1.0,6.38,89.8,1.0,4.0,1058.29,69.42094455852155,Oxervate,Ophthalmic Solution,"August 22, 2018",Ophthalmic,0,0.0,0.5932584269662922,0.08346938775510204,0.034482758620689655,0.0017174184465328106,0.26026547574742587,4,0
236,1.0,6.3,31.0,1.0,1.0,1058.29,153.65913757700204,Propel,Implant,"August 15, 2011",Transdermal,0,0.0,0.5842696629213484,0.023469387755102045,0.0,0.0017174184465328106,0.5783401563081503,2,3
237,1.0,7.5200000000000005,55.000000000000014,1.0,1.0,14432.41,24.772073921971256,Radicava ORS,Oral Suspension,"May 12, 2022",Oral,0,0.0,0.7213483146067418,0.04795918367346941,0.0,0.02354418418935435,0.09167597072323533,1,0
238,1.0,6.3,86.8,1.0,37.0,241.78999999999996,72.67351129363449,Retacrit,for Injection,"May 15, 2018",Parenteral,0,0.0,0.5842696629213484,0.08040816326530613,0.41379310344827586,0.00038487812021498256,0.27254683041806227,4,2
239,1.0,4.1,36.000000000000014,1.0,5.0,351.1400000000003,77.53593429158111,Rhopressa,Ophthalmic Solution,"December 18, 2017",Ophthalmic,0,0.0,0.33707865168539325,0.028571428571428588,0.04597701149425287,0.0005633389710206837,0.2909068353802258,4,0
240,1.0,6.02,116.6,1.0,10.0,1561.9899999999998,77.86447638603696,Sinuva,Sinus Implant,"December 8, 2017",Transdermal,0,0.0,0.5528089887640449,0.11081632653061226,0.10344827586206896,0.0025394644506556395,0.29214737625604764,4,0
241,1.0,6.92,240.2,0.0,4.0,20.63000000000011,232.7063655030801,ThyroShield,Oral Solution,"January 12, 2005",Oral,0,0.0,0.653932584269663,0.2369387755102041,0.034482758620689655,2.3941661466114673e-05,0.8768142910308895,0,1
242,2.0,6.88,60.19999999999999,0.0,50.0,1592.6999999999998,72.14784394250513,Consensi,Tablets,"May 31, 2018",Oral,0,0.0625,0.6494382022471911,0.05326530612244897,0.5632183908045977,0.0025895836342701164,0.27056196501674734,1,2
243,1.0,6.6,83.39999999999999,1.0,14.0,667.8400000000001,116.79671457905545,Contrave,Tablets,"September 10, 2014",Oral,0,0.0,0.6179775280898877,0.07693877551020407,0.14942528735632182,0.0010801981520921545,0.4391514700409379,2,3
244,1.0,7.5,44.80000000000001,1.0,43.99999999999999,25303.36,68.33675564681725,Copiktra,Capsules,"September 24, 2018",Oral,0,0.0,0.7191011235955057,0.03755102040816328,0.49425287356321834,0.04128573870299158,0.2561716908572138,1,2
245,1.0,7.220000000000001,28.599999999999994,1.0,6.0,22.18000000000029,159.54004106776182,Corifact,,"February 17, 2011",Other,0,0.0,0.6876404494382025,0.0210204081632653,0.05747126436781609,2.647128486573853e-05,0.6005458379853617,2,3
246,1.0,6.62,406.0,1.0,9.0,302.4399999999996,109.66735112936345,Corlanor,Tablets and Oral Solution,"April 15, 2015",Oral,0,0.0,0.6202247191011236,0.4061224489795919,0.09195402298850575,0.0004838598358196069,0.41223173303560356,3,3
247,6.0,6.2,233.0,1.0,19.0,2236.6,112.4271047227926,Cosentyx,Injection,"January 21, 2015",Parenteral,0,0.3125,0.5730337078651686,0.2295918367346939,0.20689655172413796,0.0036404381549266377,0.42265227639250713,4,3
248,2.0,7.0200000000000005,470.80000000000007,1.0,41.0,8345.88,102.80082135523614,Cotellic,Tablets,"November 10, 2015",Oral,0,0.0625,0.6651685393258429,0.4722448979591838,0.45977011494252873,0.013610875343863538,0.3863044287309267,3,2
249,1.0,6.5,8.0,1.0,1.0,549.9399999999996,83.51540041067761,Cotempla XR-ODT,Extended-Release Orally Disintegrating Tablets,"June 19, 2017",Oral,1,0.0,0.6067415730337079,0.0,0.0,0.0008877835722111102,0.3134846793201836,4,3
250,1.0,6.2,57.0,1.0,1.0,138.85999999999967,181.1581108829569,Creon,Delayed-Release Capsules,"April 30, 2009",Oral,0,0.0,0.5730337078651686,0.05,0.0,0.00021689480632901267,0.6821734276144399,2,1
251,1.0,6.0600000000000005,220.2,1.0,1.0,3849.37,110.98151950718686,Cresemba,Capsules and Injection,"March 6, 2015",Parenteral,0,0.0,0.5573033707865169,0.21653061224489795,0.0,0.006272503142159464,0.417193896538891,4,3
252,7.0,5.8,136.0,1.0,3.0,883.1099999999997,249.7577002053388,Crestor,Tablets,"August 12, 2003",Oral,0,0.375,0.5280898876404495,0.1306122448979592,0.022988505747126436,0.0014315220419224524,0.9411983624860439,0,1
253,2.0,7.16,38.60000000000001,1.0,4.0,478.60000000000036,248.73921971252568,Cubicin,Injection,"September 12, 2003",Parenteral,0,0.0625,0.6808988764044945,0.03122448979591838,0.034482758620689655,0.0007713556152245666,0.9373526857709962,0,1
254,1.0,6.76,214.79999999999998,1.0,2.0,535.4700000000003,166.2422997946612,Cuvposa,Oral Solution,"July 28, 2010",Oral,0,0.0,0.6359550561797753,0.21102040816326528,0.011494252873563218,0.000864168313764303,0.6258528718521276,2,3
255,1.0,5.82,235.39999999999998,1.0,7.0,874.3500000000004,209.64271047227925,Cyanokit,Injection,"December 15, 2006",Parenteral,0,0.0,0.5303370786516854,0.23204081632653062,0.06896551724137931,0.001417225589676839,0.789728321548195,0,1
256,1.0,5.9,607.0,1.0,9.0,175.42000000000007,208.06570841889118,Amrix,Extended-Release Capsules,"February 1, 2007",Oral,0,0.0,0.5393258426966293,0.6112244897959185,0.09195402298850575,0.00027656127825819864,0.7837737253442502,3,1
257,2.0,6.68,376.20000000000005,1.0,28.0,1198.9000000000005,180.99383983572895,Cycloset,Tablets,"May 5, 2009",Oral,0,0.0625,0.6269662921348315,0.37571428571428583,0.3103448275862069,0.0019468960892560813,0.681553157176529,0,1
258,1.0,7.6,135.6,1.0,1.0,1058.29,10.513347022587268,Cyfendus,Injection,"July 20, 2023",Parenteral,0,0.0,0.7303370786516855,0.13020408163265307,0.0,0.0017174184465328106,0.037836496712566656,1,0
259,9.0,6.3,706.0,1.0,19.0,6934.55,81.3141683778234,Cyltezo,Injection,"August 25, 2017",Parenteral,0,0.5,0.5842696629213484,0.7122448979591838,0.20689655172413796,0.011307563477675983,0.30517305545217716,3,0
260,7.0,6.3,80.39999999999999,1.0,38.0,536.4200000000001,238.0287474332649,Cymbalta,Delayed-Release Capsules,"August 3, 2004",Oral,0,0.375,0.5842696629213484,0.07387755102040816,0.4252873563218391,0.0008657187281060074,0.8969110532192036,0,1
261,4.0,4.46,145.8,1.0,35.0,1513.4300000000003,121.46201232032854,Cyramza,Injection,"April 21, 2014",Parenteral,0,0.1875,0.37752808988764053,0.1406122448979592,0.39080459770114945,0.002460213797568079,0.45676715047760824,4,2
262,1.0,6.38,61.60000000000002,1.0,5.0,2296.9899999999993,140.05749486652977,Cystaran,Ophthalmic Solution,"October 2, 2012",Ophthalmic,0,0.0,0.5932584269662922,0.05469387755102044,0.04597701149425287,0.0037389955466061633,0.5269817640491253,2,3
263,1.0,7.48,20.599999999999994,1.0,5.0,1385.7699999999995,168.24640657084188,Cysview,for Intravesical Solution  - formerly Hexvix,"May 28, 2010",Parenteral,0,0.0,0.7168539325842698,0.012857142857142852,0.04597701149425287,0.0022518707503448887,0.6334201711946408,2,3
264,1.0,9.8,10.0,0.0,2.0,21933.5,106.38193018480493,Daklinza,Tablets,"July 24, 2015",Oral,0,0.0,0.9775280898876406,0.0020408163265306124,0.011494252873563218,0.03578607630979452,0.39982632427738496,2,3
265,1.0,6.9,63.0,1.0,1.0,320.9899999999998,159.17864476386038,Daliresp,Tablets  - formerly Daxas,"February 28, 2011",Parenteral,0,0.0,0.6516853932584271,0.056122448979591844,0.0,0.0005141337158602633,0.5991812430219576,2,3
266,1.0,7.1000000000000005,21.400000000000006,1.0,36.0,1882.9299999999998,120.41067761806981,Dalvance,Injection,"May 23, 2014",Parenteral,0,0.0,0.6741573033707867,0.01367346938775511,0.40229885057471265,0.003063243375736403,0.45279741967497833,2,2
267,1.0,7.08,56.80000000000001,1.0,31.0,25661.26,42.283367556468164,Danyelza,Injection,"November 25, 2020",Parenteral,0,0.0,0.6719101123595507,0.04979591836734695,0.3448275862068966,0.04186983690604013,0.15779679940454033,1,2
268,1.0,7.12,47.80000000000001,1.0,41.0,10216.3,49.1170431211499,Darzalex Faspro,Injection,"May 1, 2020",Parenteral,0,0.0,0.6764044943820225,0.0406122448979592,0.45977011494252873,0.01666342902071766,0.18360004962163504,1,2
269,1.0,6.319999999999999,109.60000000000001,1.0,31.0,758.3400000000001,102.60369609856262,Darzalex,Injection,"November 16, 2015",Parenteral,0,0.0,0.5865168539325842,0.10367346938775512,0.3448275862068966,0.0012278955183282396,0.3855601042054336,4,2
270,1.0,7.78,23.0,1.0,8.0,2608.3,160.6570841889117,DaTscan,Injection,"January 14, 2011",Parenteral,0,0.0,0.7505617977528092,0.015306122448979595,0.08045977011494253,0.004247058166307331,0.6047636769631559,2,3
271,1.0,7.0,60.400000000000006,1.0,55.0,22641.94,66.43121149897331,Daurismo,Tablets,"November 21, 2018",Oral,0,0.0,0.6629213483146068,0.05346938775510205,0.6206896551724138,0.03694226108478117,0.24897655377744696,1,2
272,2.0,7.98,254.39999999999998,1.0,2.0,451.7600000000002,20.895277207392198,Daxxify,Lyophilized Powder for Injection,"September 7, 2022",Parenteral,0,0.0625,0.7730337078651687,0.25142857142857145,0.011494252873563218,0.0007275523300336656,0.07703758838853739,1,0
273,1.0,7.46,162.2,1.0,5.0,10007.74,14.85010266940452,Daybue,Oral Solution,"March 10, 2023",Oral,0,0.0,0.7146067415730338,0.1573469387755102,0.04597701149425287,0.016323055952185087,0.05421163627341521,1,0
274,1.0,8.4,75.0,1.0,1.0,199.64000000000033,217.9548254620123,Daytrana,Transdermal System  - formerly MTS,"April 6, 2006",Parenteral,1,0.0,0.8202247191011237,0.06836734693877551,0.0,0.00031608868389618774,0.821114005706488,0,1
275,1.0,4.9,256.0,1.0,3.0,364.8900000000003,53.48665297741273,Dayvigo,Tablets,"December 20, 2019",Oral,1,0.0,0.4269662921348315,0.25306122448979596,0.022988505747126436,0.0005857791785979894,0.20009924327006573,4,0
276,1.0,7.2,160.2,1.0,8.0,1058.29,6.636550308008211,DefenCath,Catheter Lock Solution,"November 15, 2023",Transdermal,,0.0,0.6853932584269664,0.15530612244897957,0.08045977011494253,0.0017174184465328106,0.023198114377868725,1,0
277,1.0,7.0,60.39999999999999,1.0,53.0,2831.43,69.15811088295688,Delstrigo,Tablets,"August 30, 2018",Oral,0,0.0,0.6629213483146068,0.05346938775510204,0.5977011494252874,0.004611209694796366,0.2592730430467684,1,2
278,1.0,5.84,50.2,1.0,1.0,744.8199999999997,136.04928131416838,Delzicol,Delayed-Release Capsules,"February 1, 2013",Oral,0,0.0,0.5325842696629214,0.04306122448979593,0.0,0.0012058306742231354,0.5118471653640987,2,3
279,1.0,4.2,115.19999999999999,1.0,1.0,64.92000000000007,233.5605749486653,depo-subQ provera 104,Injection,"December 17, 2004",Parenteral,0,0.0,0.34831460674157305,0.10938775510204081,0.0,9.622361009148706e-05,0.8800396973080263,0,1
280,1.0,5.86,103.4,0.0,8.0,1058.29,240.55852156057495,DepoDur,extended-release liposome Injection,"May 18, 2004",Parenteral,1,0.0,0.5348314606741574,0.09734693877551022,0.08045977011494253,0.0017174184465328106,0.9064632179630319,0,1
281,2.0,6.9,16.0,1.0,13.0,2328.52,98.00410677618069,Descovy,Tablets,"April 4, 2016",Oral,0,0.0625,0.6516853932584271,0.00816326530612245,0.13793103448275862,0.0037904529825997972,0.36819253194392754,4,3
282,1.0,5.88,229.0,1.0,9.0,668.2300000000005,211.48254620123203,Desonate,Gel,"October 20, 2006",Topical,0,0.0,0.5370786516853933,0.2255102040816327,0.09195402298850575,0.0010808346379798024,0.7966753504527974,0,1
283,3.0,6.44,156.2,1.0,1.0,630.7699999999995,66.13552361396304,Dextenza,Ophthalmic Insert,"November 30, 2018",Ophthalmic,0,0.125,0.6000000000000001,0.15122448979591835,0.0,0.0010196993524637372,0.24786006698920732,4,0
284,1.0,6.56,82.0,1.0,23.0,1891.1800000000007,69.48665297741273,Diacomit,Capsules and Powder for Oral Suspension,"August 20, 2018",Oral,0,0.0,0.6134831460674157,0.07551020408163266,0.25287356321839083,0.0030767075002827884,0.2605135839225903,4,0
285,1.0,6.9,115.0,1.0,24.0,352.77999999999975,133.88090349075975,Diclegis,Delayed-Release Tablets,"April 8, 2013",Oral,0,0.0,0.6516853932584271,0.10918367346938776,0.26436781609195403,0.0005660154757789941,0.5036595955836745,2,3
286,2.0,7.4,685.0,1.0,43.99999999999999,830.1400000000003,127.5400410677618,Zorvolex,Capsules,"October 18, 2013",Oral,0,0.0625,0.707865168539326,0.6908163265306123,0.49425287356321834,0.0013450742022591891,0.4797171566803126,3,2
287,2.0,7.4,685.0,1.0,43.99999999999999,830.1400000000003,127.5400410677618,Zorvolex,Capsules,"October 18, 2013",Oral,0,0.0625,0.707865168539326,0.6908163265306123,0.49425287356321834,0.0013450742022591891,0.4797171566803126,3,2
288,2.0,7.4,685.0,1.0,43.99999999999999,830.1400000000003,127.5400410677618,Zorvolex,Capsules,"October 18, 2013",Oral,0,0.0625,0.707865168539326,0.6908163265306123,0.49425287356321834,0.0013450742022591891,0.4797171566803126,3,2
289,2.0,7.4,685.0,1.0,43.99999999999999,830.1400000000003,127.5400410677618,Zorvolex,Capsules,"October 18, 2013",Oral,0,0.0625,0.707865168539326,0.6908163265306123,0.49425287356321834,0.0013450742022591891,0.4797171566803126,3,2
290,2.0,7.4,685.0,1.0,43.99999999999999,830.1400000000003,127.5400410677618,Zorvolex,Capsules,"October 18, 2013",Oral,0,0.0625,0.707865168539326,0.6908163265306123,0.49425287356321834,0.0013450742022591891,0.4797171566803126,3,2
291,2.0,7.4,685.0,1.0,43.99999999999999,830.1400000000003,127.5400410677618,Zorvolex,Capsules,"October 18, 2013",Oral,0,0.0625,0.707865168539326,0.6908163265306123,0.49425287356321834,0.0013450742022591891,0.4797171566803126,3,2
292,2.0,7.4,685.0,1.0,43.99999999999999,830.1400000000003,127.5400410677618,Zorvolex,Capsules,"October 18, 2013",Oral,0,0.0625,0.707865168539326,0.6908163265306123,0.49425287356321834,0.0013450742022591891,0.4797171566803126,3,2
293,2.0,7.4,685.0,1.0,43.99999999999999,830.1400000000003,127.5400410677618,Zorvolex,Capsules,"October 18, 2013",Oral,0,0.0625,0.707865168539326,0.6908163265306123,0.49425287356321834,0.0013450742022591891,0.4797171566803126,3,2
294,2.0,7.4,685.0,1.0,43.99999999999999,830.1400000000003,127.5400410677618,Zorvolex,Capsules,"October 18, 2013",Oral,0,0.0625,0.707865168539326,0.6908163265306123,0.49425287356321834,0.0013450742022591891,0.4797171566803126,3,2
295,2.0,7.4,685.0,1.0,43.99999999999999,830.1400000000003,127.5400410677618,Zorvolex,Capsules,"October 18, 2013",Oral,0,0.0625,0.707865168539326,0.6908163265306123,0.49425287356321834,0.0013450742022591891,0.4797171566803126,3,2
296,2.0,7.4,685.0,1.0,43.99999999999999,830.1400000000003,127.5400410677618,Zorvolex,Capsules,"October 18, 2013",Oral,0,0.0625,0.707865168539326,0.6908163265306123,0.49425287356321834,0.0013450742022591891,0.4797171566803126,3,2
297,2.0,7.4,685.0,1.0,43.99999999999999,830.1400000000003,127.5400410677618,Zorvolex,Capsules,"October 18, 2013",Oral,0,0.0625,0.707865168539326,0.6908163265306123,0.49425287356321834,0.0013450742022591891,0.4797171566803126,3,2
298,2.0,7.4,685.0,1.0,43.99999999999999,830.1400000000003,127.5400410677618,Zorvolex,Capsules,"October 18, 2013",Oral,0,0.0625,0.707865168539326,0.6908163265306123,0.49425287356321834,0.0013450742022591891,0.4797171566803126,3,2
299,2.0,7.4,685.0,1.0,43.99999999999999,830.1400000000003,127.5400410677618,Zorvolex,Capsules,"October 18, 2013",Oral,0,0.0625,0.707865168539326,0.6908163265306123,0.49425287356321834,0.0013450742022591891,0.4797171566803126,3,2
300,2.0,7.4,685.0,1.0,43.99999999999999,830.1400000000003,127.5400410677618,Zorvolex,Capsules,"October 18, 2013",Oral,0,0.0625,0.707865168539326,0.6908163265306123,0.49425287356321834,0.0013450742022591891,0.4797171566803126,3,2
301,2.0,7.4,685.0,1.0,43.99999999999999,830.1400000000003,127.5400410677618,Zorvolex,Capsules,"October 18, 2013",Oral,0,0.0625,0.707865168539326,0.6908163265306123,0.49425287356321834,0.0013450742022591891,0.4797171566803126,3,2
302,1.0,7.3,16.0,1.0,26.0,5254.28,156.28747433264888,Dificid,,"May 27, 2011",Other,0,0.0,0.6966292134831461,0.00816326530612245,0.28735632183908044,0.00856533747142729,0.5882644833147253,2,3
303,1.0,7.3,20.0,1.0,1.0,187.03999999999996,204.02464065708418,Divigel,Gel,"June 4, 2007",Topical,0,0.0,0.6966292134831461,0.012244897959183675,0.0,0.00029552529367989246,0.7685150725716412,0,1
304,3.0,6.92,54.79999999999998,0.0,43.99999999999999,291.60000000000036,157.07597535934292,Docefrez,for Injection,"May 3, 2011",Parenteral,0,0.125,0.653932584269663,0.047755102040816316,0.49425287356321834,0.0004661687921732086,0.5912417814166977,2,2
305,1.0,5.84,118.6,1.0,6.0,6131.64,47.14579055441479,Dojolvi,Oral Liquid,"June 30, 2020",Oral,0,0.0,0.5325842696629214,0.11285714285714286,0.05747126436781609,0.009997202236520016,0.1761568043667039,4,0
306,2.0,6.2,111.2,1.0,2.0,13012.26,72.47638603696099,Doptelet,Tablets,"May 21, 2018",Oral,0,0.0625,0.5730337078651686,0.1053061224489796,0.011494252873563218,0.02122647795001539,0.2718025058925692,4,0
307,2.0,7.3,43.2,0.0,3.0,249.15999999999985,199.75359342915812,Doribax,Injection,"October 12, 2007",Parenteral,0,0.0625,0.6966292134831461,0.03591836734693878,0.022988505747126436,0.00039690607147641825,0.752388041185957,0,1
308,1.0,3.0,8.0,1.0,2.0,288.5500000000002,134.50513347022587,Dotarem,Injection,"March 20, 2013",Parenteral,0,0.0,0.2134831460674157,0.0,0.011494252873563218,0.00046119114612878774,0.506016623247736,4,3
309,1.0,6.4,44.000000000000014,1.0,35.0,3143.89,61.89733059548254,Dovato,Tablets,"April 8, 2019",Oral,0,0.0,0.5955056179775282,0.03673469387755104,0.39080459770114945,0.005121149131858544,0.2318570896911053,4,2
310,2.0,6.4,100.2,1.0,4.0,51.779999999999745,118.34086242299794,Acticlate,Tablets,"July 25, 2014",Oral,0,0.0625,0.5955056179775282,0.09408163265306124,0.034482758620689655,7.477893172306489e-05,0.4449820121573006,2,3
311,1.0,6.0200000000000005,102.4,1.0,12.0,316.0600000000004,62.2258726899384,Duaklir Pressair,Inhalation Powder,"March 29, 2019",Inhalation,0,0.0,0.552808988764045,0.09632653061224491,0.12643678160919541,0.0005060878814343648,0.23309763056692717,4,0
312,2.0,6.5,31.0,1.0,43.0,216.8800000000001,128.0328542094456,Duavee,Tablets,"October 3, 2013",Oral,0,0.0625,0.6067415730337079,0.023469387755102045,0.4827586206896552,0.00034422462416038745,0.48157796799404545,2,2
313,2.0,6.52,192.4,1.0,24.0,634.7699999999995,214.14373716632443,Duetact,Tablets,"July 31, 2006",Oral,0,0.0625,0.6089887640449438,0.18816326530612248,0.26436781609195403,0.0010262274128498626,0.8067237315469544,0,1
314,3.0,6.7,40.0,0.0,47.0,2623.26,157.40451745379877,Duexis,Tablets,"April 23, 2011",Oral,0,0.125,0.6292134831460675,0.0326530612244898,0.5287356321839081,0.0042714731121514405,0.5924823222925195,2,2
315,1.0,5.8,61.0,1.0,10.0,370.2699999999995,167.42505133470226,Dulera,Inhaler,"June 22, 2010",Inhalation,0,0.0,0.5280898876404495,0.05408163265306123,0.10344827586206896,0.0005945594198173267,0.6303188190050862,2,3
316,1.0,8.2,16.0,1.0,2.0,1103.3599999999997,61.3388090349076,Duobrii,Lotion,"April 25, 2019",Topical,0,0.0,0.7977528089887641,0.00816326530612245,0.011494252873563218,0.001790973366933477,0.22974817020220817,1,0
317,5.0,7.0,435.0,1.0,18.0,3787.58,86.24229979466119,Dupixent,Injection,"March 28, 2017",Parenteral,0,0.25,0.6629213483146068,0.4357142857142858,0.1954022988505747,0.006171660929344794,0.32378116858950506,3,3
318,1.0,6.5,22.0,1.0,12.0,243.64000000000033,191.37577002053388,Durezol,Ophthalmic Emulsion,"June 23, 2008",Topical,0,0.0,0.6067415730337079,0.014285714285714287,0.12643678160919541,0.0003878973481435661,0.7207542488524996,0,1
319,1.0,7.46,144.8,1.0,8.0,1058.29,2.464065708418886,Duvyzat,Oral Suspension,"March 21, 2024",Oral,,0.0,0.7146067415730338,0.13959183673469389,0.08045977011494253,0.0017174184465328106,0.007443245254931113,1,0
320,1.0,5.52,98.8,0.0,1.0,396.8199999999997,81.54414784394251,Duzallo,Tablets,"August 18, 2017",Oral,0,0.0,0.49662921348314604,0.0926530612244898,0.0,0.0006378894206302337,0.30604143406525247,4,0
321,1.0,6.7,30.0,1.0,16.0,1422.62,103.52361396303901,Dyanavel XR,Extended-Release Oral Suspension and Extended-Release Tablets,"October 19, 2015",Oral,1,0.0,0.6292134831460675,0.022448979591836737,0.1724137931034483,0.0023120105066520686,0.3890336186577348,4,3
322,1.0,5.8,155.0,1.0,19.0,230.22000000000025,145.1170431211499,Dymista,Nasal Spray,"May 1, 2012",Nasal,0,0.0,0.5280898876404495,0.15000000000000002,0.20689655172413796,0.00036599570554811557,0.546086093536782,2,3
323,4.0,4.7,9.0,1.0,16.0,914.0299999999997,181.19096509240245,Dysport,Injection,"April 29, 2009",Parenteral,0,0.1875,0.404494382022472,0.0010204081632653062,0.1724137931034483,0.0014819839487072012,0.682297481702022,0,1
324,1.0,5.2,43.0,1.0,5.0,259.8000000000002,159.2772073921971,Edarbi,Tablets,"February 25, 2011",Oral,0,0.0,0.4606741573033708,0.03571428571428572,0.04597701149425287,0.0004142707121035121,0.599553405284704,2,3
